customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
0821-ITMFX,2024-03-11,Referral,2025-03-11,Premium,Annual,,,29.99,2596,8,0,Liam,India,Maharashtra,Male,2007-06-13,2025-06-18,N,83.0,1
0822-XYCTE,2022-09-30,Organic,2023-09-30,Premium,Monthly,,,24.99,3428,48,0,Ishaan,India,Tamil Nadu,Male,1972-02-14,,,,0
0823-WXYZE,2023-09-06,Paid,2024-09-05,Standard,Monthly,2025-03-03,Lack of features,8.99,509,81,1,Ijaya,India,Bihar,Female,1995-09-11,2024-01-29,Y,29.0,1
0824-FZGNE,2020-11-06,Organic,2021-11-06,Premium,Annual,,,24.99,2470,54,0,Tristan,India,Assam,Male,1979-04-06,,,,0
0825-CJQRF,2023-07-10,Referral,2024-07-09,Basic,Monthly,,,6.99,297,43,0,Saumya,India,Karnataka,Female,2004-03-09,2024-02-16,N,12.0,1
0826-BFKGM,2024-10-10,Referral,2025-10-10,Basic,Monthly,2026-07-31,Lack of features,9.99,240,80,1,Lekha,India,Nagaland,Female,1979-07-17,2026-05-25,Y,82.0,1
0827-TCTCD,2024-05-25,Paid,2025-05-25,Premium,Monthly,,,22.99,2616,6,0,Wyatt,India,Rajasthan,Male,1966-11-07,2026-01-27,N,40.0,1
0828-MCQSG,2024-01-17,Referral,2025-01-16,Premium,Annual,,,24.99,3044,1,0,Tripti,India,Assam,Female,1973-10-09,,,,0
0829-ZAUTP,2023-02-18,Referral,2024-02-18,Basic,Monthly,2024-10-03,Switched to competitor,8.99,633,80,1,Mahika,India,Telangana,Female,1987-12-19,2026-02-15,Y,53.0,1
0830-TEPZB,2022-01-06,Paid,2023-01-06,Basic,Annual,,,8.99,654,62,0,Ayushman,India,Rajasthan,Male,2003-06-06,,,,0
0831-OEDTM,2024-09-19,Organic,2025-09-19,Standard,Annual,,,14.99,1674,3,0,Vincent,India,Delhi,Male,1987-09-16,,,,0
0832-VKTVZ,2020-10-19,Referral,2021-10-19,Premium,Monthly,,,22.99,2039,46,0,David,India,Karnataka,Male,1969-01-27,,,,0
0833-TAKXA,2022-08-18,Organic,2023-08-18,Basic,Monthly,2023-09-10,No longer required,8.99,519,84,1,Jack,India,Jharkhand,Male,2004-12-15,2024-12-02,Y,42.0,1
0834-BWWBW,2021-08-22,Referral,2022-08-22,Standard,Monthly,,,12.99,1752,22,0,Ekbal,India,Madhya Pradesh,Male,1999-11-02,,,,0
0835-IYGND,2020-10-22,Referral,2021-10-22,Standard,Monthly,,,14.99,1316,69,0,Yashvi,India,Delhi,Female,1989-10-19,2025-07-05,N,51.0,1
0836-GPODP,2023-01-17,Paid,2024-01-17,Standard,Monthly,,,13.99,726,53,0,Zashil,India,West Bengal,Male,1985-08-26,,,,0
0837-RAVLA,2021-09-28,Referral,2022-09-28,Basic,Monthly,,,7.99,254,68,0,Harshil,India,Punjab,Male,1997-08-26,,,,0
0838-WYKIG,2023-03-10,Paid,2024-03-09,Premium,Annual,,,19.99,3509,3,0,Abhiram,India,Telangana,Male,2000-08-26,,,,0
0839-ISPZL,2021-08-15,Paid,2022-08-15,Standard,Monthly,,,14.99,1442,67,0,Shravya,India,Haryana,Female,1997-10-08,,,,0
0840-JUQWS,2025-03-29,Paid,2026-03-29,Premium,Annual,,,24.99,2505,29,0,Panini,India,Uttar Pradesh,Female,1982-03-08,2025-11-17,N,68.0,1
0841-QVMIA,2021-10-04,Paid,2022-10-04,Basic,Monthly,,,7.99,382,55,0,Advik,India,Odisha,Male,1982-09-23,,,,0
0842-BEEWS,2025-03-05,Referral,2026-03-05,Standard,Monthly,,,12.99,859,26,0,Urvi,India,Tamil Nadu,Female,1974-10-28,,,,0
0843-FBICJ,2023-09-19,Paid,2024-09-18,Basic,Monthly,2023-12-28,Too expensive,6.99,630,96,1,Teerth,India,Karnataka,Male,1983-06-10,2026-03-22,Y,51.0,1
0844-YHWZC,2021-07-25,Paid,2022-07-25,Basic,Monthly,2022-08-03,No longer required,22.99,2619,98,1,Harshil,India,Gujarat,Male,2005-12-18,,,,0
0845-OLTPW,2025-03-12,Referral,2026-03-12,Basic,Monthly,2025-09-19,No longer required,7.99,662,77,1,Vivaan,India,Tamil Nadu,Male,1984-10-14,,,,0
0846-VAUDQ,2022-03-29,Paid,2023-03-29,Premium,Annual,,,22.99,2584,1,0,Vedhika,India,Bihar,Female,1972-05-27,,,,0
0847-MVJIG,2025-04-05,Organic,2026-04-05,Premium,Annual,,,19.99,2676,24,0,Raagini,India,Rajasthan,Female,1992-06-27,,,,0
0848-AXHDS,2020-11-09,Organic,2021-11-09,Standard,Annual,,,12.99,1070,66,0,Abhiram,India,Tamil Nadu,Male,1978-06-21,,,,0
0849-LOFIX,2022-11-03,Paid,2023-11-03,Basic,Monthly,2024-02-05,Poor customer support,6.99,471,99,1,Bimala,India,Tamil Nadu,Female,1982-11-26,,,,0
0850-LAKLG,2023-07-03,Paid,2024-07-02,Standard,Monthly,,,12.99,868,40,0,Vasatika,India,Haryana,Female,1990-06-08,,,,0
0851-CZDWI,2025-04-13,Paid,2026-04-13,Standard,Annual,,,15.99,1162,25,0,Nisha,India,Rajasthan,Female,1978-04-13,,,,0
0852-MDZBU,2024-02-07,Organic,2025-02-06,Premium,Monthly,,,29.99,3305,14,0,Ethan,India,Jharkhand,Male,1983-02-02,,,,0
0853-FEUFI,2020-11-30,Paid,2021-11-30,Standard,Monthly,,,12.99,944,14,0,Banjeet,India,Madhya Pradesh,Male,1980-07-16,,,,0
0854-PVHXE,2025-01-13,Paid,2026-01-13,Premium,Annual,,,22.99,2065,52,0,Omkaar,India,Kerala,Male,1993-10-07,,,,0
0855-CQVFQ,2022-07-20,Referral,2023-07-20,Basic,Monthly,2023-12-01,Poor customer support,9.99,661,83,1,Dayita,India,Haryana,Female,1999-11-17,,,,0
0856-ODPQK,2023-08-29,Paid,2024-08-28,Standard,Annual,,,15.99,1692,16,0,Nathan,India,West Bengal,Male,1994-01-13,2025-10-29,N,65.0,1
0857-HIVYN,2021-06-25,Paid,2022-06-25,Standard,Monthly,2021-12-01,Lack of features,9.99,386,76,1,Owen,India,Nagaland,Male,1981-04-23,2024-11-04,Y,12.0,1
0858-CISGE,2021-04-11,Paid,2022-04-11,Standard,Annual,,,13.99,1483,13,0,Dayita,India,Tamil Nadu,Female,2002-07-18,2026-05-15,N,24.0,1
0859-UDOYM,2024-10-26,Referral,2025-10-26,Premium,Annual,,,29.99,3708,34,0,Bakhshi,India,Assam,Male,1982-02-26,,,,0
0860-RMJRK,2020-12-21,Organic,2021-12-21,Basic,Annual,2022-02-06,Lack of features,12.99,764,89,1,Sara,India,Odisha,Female,2000-01-21,2025-10-28,Y,90.0,1
0861-GNNBT,2023-10-30,Referral,2024-10-29,Standard,Monthly,,,12.99,767,22,0,Sudiksha,India,Haryana,Female,1984-07-25,2025-06-11,N,35.0,1
0862-GXBBW,2024-08-24,Referral,2025-08-24,Basic,Annual,2026-04-08,No longer required,13.99,1339,96,1,Amara,India,Haryana,Female,1992-01-27,,,,0
0863-QEHVX,2023-04-21,Paid,2024-04-20,Basic,Annual,2024-12-07,No longer required,15.99,1674,83,1,Bhavani,India,Maharashtra,Female,1967-10-24,2025-05-09,Y,99.0,1
0864-NNFAF,2024-03-29,Paid,2025-03-29,Basic,Annual,2025-06-19,No longer required,24.99,2965,86,1,Eesha,India,Assam,Female,1989-05-29,2026-05-01,Y,92.0,1
0865-LFJXD,2023-09-06,Paid,2024-09-05,Basic,Monthly,2024-01-31,Switched to competitor,8.99,539,86,1,Rajata,India,Assam,Female,2005-12-13,,,,0
0866-ILQKR,2021-06-15,Paid,2022-06-15,Basic,Annual,2022-03-05,Too expensive,8.99,236,85,1,Gunbir,India,Nagaland,Male,1986-01-02,,,,0
0867-IJVXM,2021-12-07,Paid,2022-12-07,Standard,Annual,,,12.99,1643,54,0,Edhitha,India,West Bengal,Female,1982-04-08,,,,0
0868-MWZNF,2021-10-07,Paid,2022-10-07,Basic,Annual,2022-04-15,Lack of features,9.99,172,93,1,Finn,India,Odisha,Male,1986-10-20,,,,0
0869-CJRBJ,2021-12-26,Organic,2022-12-26,Basic,Monthly,,,7.99,494,22,0,Chaitaly,India,Karnataka,Female,1986-10-07,,,,0
0870-FXNGO,2023-08-11,Referral,2024-08-10,Standard,Monthly,,,14.99,1592,10,0,Kritika,India,Delhi,Female,1986-11-13,2025-10-29,N,54.0,1
0871-HFYBE,2024-09-09,Paid,2025-09-09,Premium,Annual,,,22.99,2977,29,0,Nirja,India,Maharashtra,Female,1970-10-01,2026-06-30,N,39.0,1
0872-MOXTR,2024-05-22,Paid,2025-05-22,Standard,Annual,,,12.99,894,68,0,Advika,India,Madhya Pradesh,Female,1985-12-14,,,,0
0873-YVBNJ,2024-09-10,Referral,2025-09-10,Standard,Annual,,,13.99,1411,39,0,Naveen,India,Gujarat,Male,1992-09-18,,,,0
0874-NTSFJ,2023-02-04,Paid,2024-02-04,Standard,Monthly,,,14.99,1109,24,0,Yash,India,West Bengal,Male,1998-04-07,2025-05-12,N,89.0,1
0875-LPFWA,2020-12-18,Organic,2021-12-18,Premium,Annual,,,22.99,3844,60,0,Rehaan,India,Assam,Male,1990-05-20,,,,0
0876-DNLBE,2020-07-13,Paid,2021-07-13,Standard,Monthly,2021-08-14,Lack of features,9.99,211,79,1,Kalpit,India,Bihar,Male,1973-05-18,2026-01-25,Y,56.0,1
0877-PKIHP,2021-10-26,Paid,2022-10-26,Standard,Annual,,,12.99,1116,21,0,Laksh,India,Karnataka,Male,1992-01-09,2026-06-10,N,65.0,1
0878-RDLMO,2025-07-02,Paid,2026-07-02,Premium,Monthly,2026-08-13,Lack of features,7.99,565,100,1,Kala,India,Jharkhand,Female,1979-11-27,2023-10-26,Y,26.0,1
0879-CVVDZ,2023-02-05,Paid,2024-02-05,Basic,Annual,2023-06-04,Poor customer support,15.99,1564,79,1,Ekani,India,Odisha,Female,1993-09-02,,,,0
0880-QGOAM,2024-07-24,Paid,2025-07-24,Premium,Annual,,,24.99,2520,3,0,Kashvi,India,Assam,Female,1978-09-18,,,,0
0881-ZYIMN,2022-09-16,Organic,2023-09-16,Basic,Monthly,,,6.99,471,53,0,Hritik,India,Haryana,Male,1991-10-21,,,,0
0882-KBMMA,2021-11-14,Referral,2022-11-14,Premium,Annual,,,19.99,3425,15,0,Rachit,India,Punjab,Male,2004-12-04,,,,0
0883-UTALF,2023-08-17,Referral,2024-08-16,Standard,Annual,,,12.99,1768,68,0,Ekiya,India,Assam,Female,2006-08-06,,,,0
0884-BYNSK,2025-07-02,Organic,2026-07-02,Basic,Monthly,2026-11-03,Switched to competitor,6.99,393,93,1,Leela,India,Gujarat,Female,1976-03-28,,,,0
0885-HXBTG,2023-03-03,Paid,2024-03-02,Premium,Monthly,,,22.99,2390,53,0,Radha,India,Delhi,Female,1971-12-03,,,,0
0886-MVHEI,2022-04-06,Referral,2023-04-06,Standard,Monthly,2023-09-11,Lack of features,6.99,652,92,1,Jagvi,India,Madhya Pradesh,Female,1978-04-04,,,,0
0887-RCEON,2024-03-28,Referral,2025-03-28,Standard,Monthly,,,14.99,996,3,0,Manya,India,Nagaland,Female,1983-07-29,2026-01-10,Y,76.0,1
0888-HOGAB,2023-10-12,Organic,2024-10-11,Standard,Annual,,,12.99,811,50,0,Samarth,India,Odisha,Male,1983-07-29,,,,0
0889-DIYDR,2022-06-12,Paid,2023-06-12,Standard,Monthly,2023-10-17,Poor customer support,8.99,274,75,1,Kashish,India,Gujarat,Female,1988-11-28,,,,0
0890-QMFDI,2021-02-03,Organic,2022-02-03,Basic,Monthly,,,7.99,454,41,0,Wyatt,India,Bihar,Male,1992-03-06,,,,0
0891-RKVNU,2025-02-04,Paid,2026-02-04,Premium,Annual,,,29.99,1938,63,0,Jeevika,India,Bihar,Female,2001-04-12,2026-06-25,N,22.0,1
0892-YEVRM,2020-08-12,Organic,2021-08-12,Standard,Annual,,,15.99,1381,21,0,Gopal,India,Haryana,Male,1988-02-21,,,,0
0893-BWFGJ,2023-07-09,Referral,2024-07-08,Standard,Monthly,,,12.99,1420,42,0,Ranbir,India,Uttar Pradesh,Male,1992-07-28,2026-03-01,N,17.0,1
0894-QQBQE,2024-04-28,Paid,2025-04-28,Standard,Annual,,,12.99,806,18,0,Benjamin,India,West Bengal,Male,1986-10-17,2025-10-30,N,68.0,1
0895-LKZHE,2021-06-24,Paid,2022-06-24,Premium,Monthly,2022-02-02,No longer required,7.99,462,91,1,Zarna,India,Tamil Nadu,Female,1971-06-20,,,,0
0896-STGFV,2022-09-01,Referral,2023-09-01,Standard,Monthly,,,14.99,1624,42,0,Niharika,India,West Bengal,Female,1971-11-17,,,,0
0897-HVSTW,2023-01-02,Paid,2024-01-02,Premium,Annual,,,22.99,2145,29,0,Pranav,India,Haryana,Male,1999-02-04,,,,0
0898-OTABD,2021-05-03,Organic,2022-05-03,Basic,Annual,2022-01-20,Too expensive,6.99,384,97,1,Barkha,India,Maharashtra,Female,1971-06-19,,,,0
0899-PVTEB,2023-03-31,Organic,2024-03-30,Basic,Monthly,2023-10-27,Too expensive,15.99,1232,93,1,Gauri,India,Gujarat,Female,1985-02-12,2024-03-04,Y,87.0,1
0900-WNZUI,2024-11-13,Referral,2025-11-13,Premium,Annual,,,29.99,3658,27,0,Mekhala,India,Punjab,Female,1972-06-05,,,,0
0901-AROVW,2024-03-28,Paid,2025-03-28,Basic,Monthly,2025-02-01,Poor customer support,8.99,444,81,1,Vasudha,India,Uttar Pradesh,Female,1966-08-10,2025-11-04,Y,38.0,1
0902-AJKYF,2023-08-08,Organic,2024-08-07,Basic,Monthly,2024-07-04,No longer required,22.99,3513,83,1,Zashil,India,Odisha,Male,2006-01-28,,,,0
0903-EGPWH,2024-02-08,Referral,2025-02-07,Basic,Annual,2024-09-21,Poor customer support,13.99,1457,90,1,Forum,India,Haryana,Female,2004-02-21,,,,0
0904-UDAYI,2023-05-05,Referral,2024-05-04,Premium,Annual,,,29.99,2669,33,0,Rajeshri,India,Kerala,Female,1971-12-29,,,,0
0905-RQFCT,2021-03-31,Paid,2022-03-31,Basic,Monthly,,,6.99,203,6,0,Lekha,India,Bihar,Female,2000-11-17,,,,0
0906-CYPTV,2022-12-27,Referral,2023-12-27,Basic,Annual,2023-05-08,No longer required,9.99,459,92,1,Alka,India,Tamil Nadu,Female,1983-11-21,,,,0
0907-WRDHC,2022-05-12,Paid,2023-05-12,Standard,Monthly,2023-06-30,No longer required,7.99,665,77,1,Saksham,India,Haryana,Male,1978-10-23,,,,0
0908-XEHDQ,2024-10-10,Organic,2025-10-10,Standard,Monthly,,,14.99,939,36,0,Ubika,India,Assam,Female,1981-06-26,2023-09-01,N,65.0,1
0909-DOHQE,2023-11-14,Paid,2024-11-13,Premium,Annual,,,29.99,2958,34,0,Irya,India,Tamil Nadu,Female,2006-08-21,,,,0
0910-MAFIJ,2025-01-11,Organic,2026-01-11,Standard,Monthly,,,15.99,1037,20,0,Veda,India,Uttar Pradesh,Female,1973-01-23,,,,0
0911-TVIRG,2022-06-02,Paid,2023-06-02,Standard,Monthly,2023-05-24,Switched to competitor,15.99,808,90,1,Yauvani,India,Haryana,Female,1975-02-25,,,,0
0912-YOUWO,2023-06-04,Organic,2024-06-03,Basic,Annual,2025-03-29,Lack of features,29.99,2275,86,1,Lakshmi,India,Punjab,Female,1978-02-09,,,,0
0913-WYXWK,2024-03-08,Paid,2025-03-08,Standard,Monthly,,,12.99,1003,24,0,Yashoda,India,Assam,Female,1978-04-14,,,,0
0914-FEQSK,2023-07-17,Organic,2024-07-16,Premium,Annual,,,24.99,2669,24,0,Tarak,India,Assam,Male,1991-12-07,,,,0
0915-AXSZI,2020-08-20,Referral,2021-08-20,Standard,Annual,,,12.99,1204,4,0,Yatin,India,Haryana,Male,1998-09-26,,,,0
0916-VKRKO,2024-05-26,Organic,2025-05-26,Basic,Monthly,2025-01-28,Too expensive,6.99,553,85,1,Nidra,India,Jharkhand,Female,1973-09-27,2024-04-13,Y,10.0,1
0917-SWLCM,2020-09-27,Paid,2021-09-27,Basic,Monthly,,,9.99,614,43,0,Nakul,India,Karnataka,Male,1982-12-29,,,,0
0918-KCRUT,2023-07-12,Organic,2024-07-11,Premium,Annual,,,29.99,3130,17,0,Dakshesh,India,West Bengal,Male,1988-12-10,2026-03-22,N,76.0,1
0919-UNPIB,2023-01-02,Paid,2024-01-02,Basic,Monthly,2024-04-26,Too expensive,6.99,439,94,1,Ganga,India,Haryana,Female,1975-09-22,2026-02-04,Y,28.0,1
0920-XLOBL,2022-05-11,Organic,2023-05-11,Premium,Annual,2023-01-22,Lack of features,13.99,1191,81,1,Ekapad,India,Maharashtra,Male,2003-02-22,2026-06-13,Y,81.0,1
0921-KGKDX,2021-05-22,Referral,2022-05-22,Premium,Monthly,,,24.99,2431,40,0,Vinaya,India,Jharkhand,Female,1998-07-28,2025-03-02,N,26.0,1
0922-GDCYS,2021-12-17,Organic,2022-12-17,Premium,Annual,,,22.99,3270,63,0,Nachiket,India,Odisha,Male,1979-07-27,,,,0
0923-RKRHC,2022-07-19,Referral,2023-07-19,Standard,Monthly,2023-10-29,No longer required,15.99,1675,88,1,Theodore,India,Tamil Nadu,Male,2000-10-08,2024-04-09,Y,92.0,1
0924-YYQLG,2024-09-14,Paid,2025-09-14,Basic,Monthly,2025-05-20,Lack of features,9.99,245,82,1,Lekha,India,Nagaland,Female,2000-01-28,2024-06-27,Y,96.0,1
0925-XNGRR,2025-03-10,Paid,2026-03-10,Standard,Monthly,,,12.99,1295,39,0,Ekaja,India,Rajasthan,Female,1973-12-25,,,,0
0926-ABVJO,2025-02-13,Referral,2026-02-13,Basic,Annual,2026-11-29,Too expensive,7.99,457,76,1,Nathaniel,India,Uttar Pradesh,Male,1990-12-19,2026-06-14,Y,37.0,1
0927-AEAJJ,2021-07-30,Paid,2022-07-30,Premium,Annual,,,19.99,3891,33,0,Yoshita,India,West Bengal,Female,1966-12-25,,,,0
0928-VCBCU,2024-07-12,Referral,2025-07-12,Standard,Monthly,,,12.99,1731,24,0,Lajita,India,West Bengal,Female,1974-01-26,2024-04-10,N,53.0,1
0929-XFLXH,2025-02-07,Referral,2026-02-07,Premium,Annual,,,19.99,2141,59,0,Mugdha,India,Assam,Female,1966-08-15,,,,0
0930-YAYGR,2023-12-03,Organic,2024-12-02,Premium,Annual,,,29.99,2885,28,0,Ekta,India,Karnataka,Female,2000-04-05,2026-01-27,N,48.0,1
0931-GFUMK,2023-12-29,Paid,2024-12-28,Premium,Monthly,2024-09-19,Lack of features,8.99,258,75,1,Jyoti,India,Tamil Nadu,Female,1993-04-03,2025-01-29,Y,86.0,1
0932-SEBEP,2021-09-05,Organic,2022-09-05,Standard,Monthly,,,15.99,1696,51,0,Mitesh,India,Bihar,Male,1993-01-01,,,,0
0933-XHDMB,2024-01-23,Paid,2025-01-22,Premium,Monthly,,,19.99,2312,25,0,Bhavini,India,Assam,Female,1968-12-06,,,,0
0934-ZTDFM,2023-12-01,Referral,2024-11-30,Premium,Annual,,,22.99,3770,69,0,Amara,India,Nagaland,Female,1971-10-27,,,,0
0935-VUHWS,2023-09-11,Paid,2024-09-10,Basic,Monthly,2025-03-09,Lack of features,8.99,624,79,1,Amruta,India,Karnataka,Female,1998-08-16,,,,0
0936-ZDLTR,2022-12-21,Referral,2023-12-21,Standard,Monthly,,,15.99,1196,7,0,Krishna,India,Telangana,Male,1980-06-27,2024-04-25,N,50.0,1
0937-ISSGR,2023-02-08,Organic,2024-02-08,Basic,Annual,,,6.99,592,38,0,Azad,India,Haryana,Male,2008-01-06,2024-12-08,N,51.0,1
0938-STADW,2022-03-03,Referral,2023-03-03,Basic,Monthly,,,9.99,647,63,0,Rishi,India,Bihar,Male,1985-03-23,,,,0
0939-INOZV,2024-08-15,Referral,2025-08-15,Basic,Monthly,2026-01-14,Lack of features,6.99,690,83,1,Aradhana,India,West Bengal,Female,1978-11-16,2025-04-22,Y,87.0,1
0940-CGTFI,2023-11-01,Paid,2024-10-31,Basic,Monthly,2025-05-24,Poor customer support,8.99,609,81,1,Barkha,India,Assam,Female,1967-01-14,,,,0
0941-BPIVU,2024-12-31,Organic,2025-12-31,Standard,Annual,,,13.99,1394,60,0,Yochana,India,Tamil Nadu,Female,1980-02-10,,,,0
0942-MBMSA,2021-07-31,Organic,2022-07-31,Basic,Annual,,,8.99,549,47,0,Anusha,India,Uttar Pradesh,Female,2008-03-10,2025-09-13,N,53.0,1
0943-XVJUL,2024-09-08,Referral,2025-09-08,Premium,Annual,,,22.99,2648,17,0,Prisha,India,Assam,Female,1977-09-22,,,,0
0944-CVXUA,2024-07-23,Paid,2025-07-23,Basic,Monthly,,,7.99,653,39,0,Farhan,India,Telangana,Male,1975-03-07,,,,0
0945-IGASY,2025-03-18,Paid,2026-03-18,Basic,Monthly,,,6.99,168,23,0,Kashish,India,Gujarat,Female,1990-08-21,2024-11-02,N,74.0,1
0946-UILFR,2020-12-30,Paid,2021-12-30,Premium,Annual,,,19.99,2060,29,0,Lavanya,India,Delhi,Female,1986-01-22,,,,0
0947-HRQPE,2021-08-01,Organic,2022-08-01,Standard,Annual,,,14.99,1427,20,0,Amaira,India,Bihar,Female,1968-04-05,2023-07-25,N,96.0,1
0948-AFDYD,2025-06-27,Paid,2026-06-27,Premium,Annual,,,19.99,2006,15,0,Abha,India,Punjab,Female,1992-06-29,,,,0
0949-FZSHN,2024-04-26,Paid,2025-04-26,Basic,Annual,2025-07-30,Switched to competitor,19.99,1971,81,1,Yashasvi,India,Telangana,Female,1974-03-19,,,,0
0950-CPMBM,2020-12-21,Organic,2021-12-21,Premium,Annual,,,29.99,3872,47,0,Baghyawati,India,Gujarat,Female,1999-10-14,2024-02-23,N,34.0,1
0951-HJEIG,2024-03-11,Paid,2025-03-11,Premium,Annual,2024-06-15,Switched to competitor,7.99,275,99,1,Ishaan,India,Gujarat,Male,1974-12-06,,,,0
0952-EAHBX,2022-09-04,Paid,2023-09-04,Premium,Annual,,,29.99,3198,54,0,Ekapad,India,Madhya Pradesh,Male,1976-12-31,,,,0
0953-JSXPL,2022-04-30,Referral,2023-04-30,Standard,Annual,,,13.99,1010,18,0,Damyanti,India,Jharkhand,Female,1976-04-05,2025-12-20,N,100.0,1
0954-GUHFY,2023-02-21,Organic,2024-02-21,Premium,Annual,,,29.99,3476,47,0,Madhav,India,Delhi,Male,1998-11-29,,,,0
0955-RRGTS,2025-03-14,Referral,2026-03-14,Premium,Annual,,,29.99,2396,9,0,Advik,India,Kerala,Male,1982-08-09,,,,0
0956-QOPVZ,2025-07-03,Paid,2026-07-03,Basic,Annual,2025-11-07,Switched to competitor,8.99,561,99,1,Rachita,India,Tamil Nadu,Female,2000-08-20,2026-06-01,Y,51.0,1
0957-SARVM,2023-01-13,Paid,2024-01-13,Premium,Annual,,,19.99,3929,39,0,Maanas,India,Assam,Male,1971-06-14,,,,0
0958-IPPRO,2021-12-22,Paid,2022-12-22,Premium,Monthly,,,24.99,3209,19,0,Isha,India,Jharkhand,Female,1983-07-16,2024-04-20,N,90.0,1
0959-RITXH,2021-11-06,Referral,2022-11-06,Premium,Annual,,,29.99,2640,57,0,Ekta,India,Madhya Pradesh,Female,1995-08-24,,,,0
0960-GIPCX,2020-08-14,Paid,2021-08-14,Standard,Annual,,,15.99,1104,50,0,Victor,India,West Bengal,Male,1968-11-19,,,,0
0961-LXEOG,2023-06-15,Paid,2024-06-14,Standard,Annual,2024-07-28,No longer required,22.99,3931,92,1,Megha,India,Kerala,Female,2000-01-17,,,,0
0962-UEPJN,2022-02-02,Organic,2023-02-02,Premium,Monthly,2023-03-10,Lack of features,7.99,173,82,1,Ekalinga,India,Haryana,Male,1988-08-29,,,,0
0963-QGAUP,2022-09-23,Paid,2023-09-23,Premium,Annual,,,19.99,2045,16,0,Meghana,India,Telangana,Female,1967-05-13,,,,0
0964-TMYZA,2023-01-10,Referral,2024-01-10,Basic,Monthly,2024-11-25,No longer required,6.99,609,82,1,Gopal,India,Karnataka,Male,1980-07-31,,,,0
0965-FOANR,2023-06-18,Referral,2024-06-17,Premium,Annual,,,22.99,3234,18,0,Aarush,India,Karnataka,Male,1968-03-13,,,,0
0966-UTCGU,2021-11-21,Referral,2022-11-21,Premium,Annual,,,22.99,2231,47,0,Amara,India,Kerala,Female,1983-10-11,2026-01-12,N,89.0,1
0967-QEKPH,2020-10-08,Paid,2021-10-08,Standard,Annual,2022-05-08,Switched to competitor,13.99,1571,79,1,Eiravati,India,West Bengal,Female,1987-08-11,,,,0
0968-ITSHG,2020-07-31,Referral,2021-07-31,Standard,Monthly,,,14.99,1777,34,0,Upadhriti,India,Nagaland,Female,1995-02-23,2024-09-22,N,74.0,1
0969-TFXVP,2021-10-28,Organic,2022-10-28,Standard,Annual,,,15.99,1601,54,0,Ira,India,Jharkhand,Female,1974-11-27,2024-04-22,N,53.0,1
0970-ZQMAK,2023-05-15,Referral,2024-05-14,Premium,Monthly,2025-01-19,No longer required,22.99,3871,97,1,Tanay,India,West Bengal,Male,1969-05-27,,,,0
0971-UAKWE,2025-06-16,Referral,2026-06-16,Basic,Monthly,,,7.99,616,48,0,Harrison,India,Nagaland,Male,1983-09-22,2025-10-17,N,64.0,1
0972-REKVL,2021-10-25,Paid,2022-10-25,Premium,Monthly,,,19.99,3473,67,0,Abha,India,Maharashtra,Female,2001-09-18,,,,0
0973-IVIDY,2021-02-26,Paid,2022-02-26,Standard,Annual,2021-10-20,Switched to competitor,8.99,462,100,1,Ryan,India,Jharkhand,Male,1993-10-15,,,,0
0974-CGKKL,2024-04-26,Paid,2025-04-26,Premium,Annual,,,29.99,1999,24,0,Panini,India,Telangana,Female,1988-07-07,,,,0
0975-YSWUF,2025-02-13,Paid,2026-02-13,Premium,Monthly,,,29.99,1808,54,0,Anjali,India,Punjab,Female,1978-08-08,2026-05-05,N,11.0,1
0976-GQPUC,2022-06-15,Organic,2023-06-15,Standard,Annual,,,14.99,1626,17,0,Oviya,India,Maharashtra,Female,2004-12-24,,,,0
0977-PIECR,2023-03-03,Paid,2024-03-02,Premium,Annual,,,29.99,3642,12,0,Harrison,India,Telangana,Male,1969-01-09,2025-03-17,N,19.0,1
0978-CUZZV,2025-05-20,Paid,2026-05-20,Premium,Annual,,,29.99,3386,57,0,Onveer,India,Maharashtra,Male,2000-03-03,2025-08-26,N,96.0,1
0979-ETZUJ,2024-01-07,Referral,2025-01-06,Premium,Annual,,,19.99,2478,40,0,Faqid,India,Tamil Nadu,Male,1977-06-16,,,,0
0980-SBQDY,2021-05-10,Referral,2022-05-10,Standard,Monthly,,,12.99,874,7,0,Kiaan,India,Odisha,Male,1990-12-03,2026-02-10,N,90.0,1
0981-ZBSBI,2021-08-14,Paid,2022-08-14,Premium,Annual,,,22.99,3749,69,0,Charan,India,Jharkhand,Male,1972-01-19,2026-07-04,N,31.0,1
0982-DUZKX,2021-09-11,Paid,2022-09-11,Basic,Monthly,,,6.99,431,57,0,Yashica,India,West Bengal,Female,1981-04-23,,,,0
0983-NCUWD,2024-09-03,Referral,2025-09-03,Basic,Monthly,,,8.99,561,44,0,Niharika,India,Madhya Pradesh,Female,1975-04-11,,,,0
0984-HTRQT,2022-06-17,Paid,2023-06-17,Standard,Annual,,,15.99,749,15,0,Xavier,India,Uttar Pradesh,Male,2005-11-12,,,,0
0985-KPGZH,2024-11-18,Paid,2025-11-18,Basic,Monthly,2026-04-09,Switched to competitor,22.99,2968,84,1,Lekha,India,Nagaland,Female,1966-10-20,,,,0
